status;time;card_type;city;amount;id
fail;12/9/2025 2:24;Amex;Ahvaz;-5000.0;96
fail;30/9/2025 3:00;Vsa;karaj;1578078.0;48
success;9/9/2025 6:06;Visa;TEHRAN;12345.0;47
Success;1/9/2025 10:48;Amex;Qom;123456.0;89
fail;5/9/2025 14:11;Discover;Karaj;100.5;68
fail;20/9/2025 16:16;Master-Card;Ahvaz;1782689.0;84
fail;8/9/2025 21:10;Visa;Karaj;0.0;63
success;11/9/2025 23:17;Vsa;Shiraz;1305967.0;16
fail;12/9/2025 3:27;Visa;Qom;1883871.0;74
failed;1/9/2025 19:19;Visa;Mashhad;0.0;91
fail;25/9/2025 18:12;Discover;nan;333333.0;94
fail;22/9/2025 14:55;Discover;Isfahan;250000.0;5
fail;20/9/2025 5:56;Amex;Tehran;63489.0;11
success;28/9/2025 13:13;Visa;Ahvaz;99999.0;29
success;25/9/2025 4:15;MasterCard;Tabriz;200000.0;79
fail;11/9/2025 18:12;Visa;Mashhad;471227.0;70
Success;5/9/2025 2:37;Master-Card;Tehran;333333.0;48
fail;15/9/2025 5:23;Visa;Shiraz;0.0;15
success;5/9/2025 23:59;Discover;tehr@n;545116.0;84
success;12/9/2025 9:00;Amex;Karaj;-5000.0;34
fail;5/9/2025 13:13;nan;Tabriz;100.5;60
failed;17/9/2025 19:29;Master-Card;Tehran ;450000.0;62
failed;17/9/2025 14:00;Master-Card;Tabriz;1782689.0;2
fail;24/9/2025 14:11;Visa;Isfahan;1387769.0;80
success;12/9/2025 18:00;Vsa;Mashhad;-5000.0;19
fail;24/9/2025 17:17;Vsa;nan;450000.0;99
success;28/9/2025 4:40;Master-Card;Tehran;585954.0;49
fail;15/9/2025 13:13;Discover;Karaj;-5000.0;78
failed;15/9/2025 17:17;nan;Isfahan;976246.0;89
fail;6/9/2025 20:20;MasterCard;Tehran;471227.0;28
fail;12/9/2025 16:40;Amex;tehr@n;-999999.0;48
fail;27/9/2025 5:23;MasterCard;Qom;585954.0;97
fail;29/9/2025 15:45;MasterCard;Ahvaz;0.0;37
success;20/9/2025 0:00;Amex;Tabriz;443463.0;74
fail;18/9/2025 12:34;Discover;Ahvaz;120000.0;49
success;14/9/2025 17:17;Vsa;karaj;1050805.0;48
fail;2/9/2025 14:30;Amex;Isfahan;0.0;73
success;9/9/2025 16:40;MastCard;Qom;419089.0;89
success;5/9/2025 2:30;Visa;Tehran ;343679.0;29
succeed;20/9/2025 19:40;VISA;karaj;100.5;60
succeed;26/9/2025 2:20;Amex;Mashhad;1578078.0;29
failed;29/9/2025 17:17;Visa;Shiraz;1883871.0;58
success;1/9/2025 4:04;MastCard;Ahvaz;1472823.0;48
fail;23/9/2025 5:56;Visa;Tehran;850000.0;23
success;3/9/2025 11:11;Visa;Qom;99999.0;27
Success;6/9/2025 3:27;MasterCard;ThRan;583952.0;96
fail;5/9/2025 0:00;Amex;tehr@n;9999999999.0;7
success;21/9/2025 12:34;Visa;karaj;650000.0;49
fail;27/9/2025 21:10;Discover;Tehran;100.5;54
success;5/9/2025 4:04;Master Card;nan;1387769.0;68
success;1/9/2025 12:34;Discover;Shiraz;-5000.0;78
success;17/9/2025 4:40;Visa;Tabriz;914465.0;42
success;19/9/2025 14:30;visa;Shiraz;12345.0;74
FAIL;14/9/2025 1:51;Discover;THR;1472823.0;59
success;12/9/2025 20:33;MastCard;Tehran;450000.0;44
failed;10/9/2025 1:51;Visa;TEHRAN;1782689.0;99
fail;20/9/2025 20:20;Amex;TEHRAN;555555.0;26
success;21/9/2025 6:06;Discover;Tehran;1578078.0;23
success;18/9/2025 23:17;VISA;TEHRAN;100000.0;73
fail;24/9/2025 13:13;MasterCard;tehr@n;250000.0;8
fail;27/9/2025 20:33;Amex;Tehran;1000.0;53
success;11/9/2025 3:27;Master Card;Tabriz;-5000.0;14
success;30/9/2025 3:27;visa;Isfahan;850000.0;71
success;2/9/2025 13:13;Visa;Isfahan;12345.0;7
fail;25/9/2025 4:15;Vsa;Ahvaz;200000.0;9
fail;18/9/2025 13:13;Discover;Isfahan;200000.0;3
success;29/9/2025 10:05;Amex;tehr@n;-999999.0;78
fail;25/9/2025 6:06;Discover;nan;0.0;17
fail;7/9/2025 7:08;MasterCard;Tabriz;5000.0;44
fail;24/9/2025 5:23;Visa;Mashhad;1158713.0;87
fail;15/9/2025 14:55;Amex;Qom;900000.0;46
fail;11/9/2025 20:20;Amex;Qom;1472823.0;91
fail;18/9/2025 12:12;Visa;Isfahan;1472823.0;58
fail;23/9/2025 1:01;MasterCard;Tehran;343679.0;28
success;12/9/2025 17:17;VISA;Tehran;100.5;14
fail;6/9/2025 1:01;MastCard;Tehran;205000.0;9
success;20/9/2025 14:02;MasterCard;TEHRAN;0.0;26
Success;23/9/2025 14:11;nan;Tabriz;914282.0;2
failed;30/9/2025 2:30;Amex;Tehran;471227.0;75
fail;13/9/2025 10:05;Visa;Shiraz;0.0;81
Success;20/9/2025 21:23;Amex;Tehran;-999999.0;34
fail;16/9/2025 20:33;Visa;Tehran;650000.0;19
fail;18/9/2025 8:08;MastCard;Shiraz;50200.0;39
succeed;10/9/2025 13:13;VISA;Qom;1000.0;82
failed;28/9/2025 13:10;Discover;Tehran;-5000.0;13
success;23/9/2025 4:04;MasterCard;Mashhad;583952.0;5
success;8/9/2025 12:34;MasterCard;Isfahan;0.0;50
success;18/9/2025 7:32;Discover;Qom;545116.0;23
fail;21/9/2025 7:08;Vsa;Karaj;450000.0;89
fail;1/9/2025 7:07;Amex;Tabriz;1768588.0;29
success;23/9/2025 14:11;Visa;Isfahan;200000.0;72
Success;8/9/2025 3:27;Vsa;Ahvaz;12345.0;26
fail;29/9/2025 8:59;Visa;TEHRAN;1578078.0;79
success;6/9/2025 19:29;VISA;TEHRAN;0.0;57
fail;5/9/2025 3:27;Discover;Mashhad;0.0;1
success;15/9/2025 19:51;Amex;Mashhad;900000.0;28
success;22/9/2025 12:34;Visa;Mashhad;-5000.0;62
success;15/9/2025 8:08;Discover;THR;914282.0;47
fail;2/9/2025 22:27;Vsa;karaj;177050.0;78
success;1/9/2025 2:37;MasterCard;Tabriz;-5000.0;99
success;23/9/2025 2:37;Master-Card;Tehran;412308.0;59
fail;23/9/2025 7:32;Amex;Isfahan;0.0;31
fail;26/9/2025 19:19;nan;Tabriz;177050.0;70
success;11/9/2025 22:27;visa;tehr@n;555555.0;49
success;10/9/2025 12:44;MasterCard;Tabriz;471227.0;5
fail;30/9/2025 13:13;Amex;Tehran;-5000.0;31
success;18/9/2025 7:32;Vsa;TEHRAN;333333.0;37
Success;18/9/2025 4:04;Visa;Tehran;250000.0;79
fail;17/9/2025 4:15;Master-Card;Tabriz;205000.0;15
success;26/9/2025 14:00;Amex;Isfahan;545116.0;52
fail;8/9/2025 23:59;MastCard;Qom;585954.0;69
fail;15/9/2025 21:10;Visa;Tabriz;1578078.0;93
fail;8/9/2025 6:06;MastCard;Mashhad;0.0;98
success;17/9/2025 16:40;Discover;Tehran;583952.0;11
failed;12/9/2025 17:17;Vsa;Qom;5000.0;43
fail;27/9/2025 14:55;MasterCard;Isfahan;471227.0;70
success;8/9/2025 9:45;Discover;THR;583952.0;23
success;25/9/2025 21:21;Master Card;Isfahan;443463.0;40
fail;14/9/2025 19:19;MastCard;Isfahan;900000.0;63
success;4/9/2025 8:08;visa;Qom;1502601.0;2
failed;1/9/2025 11:11;Discover;Tehran;-1.0;79
failed;1/9/2025 2:30;Amex;Tehran;0.0;88
failed;19/9/2025 14:02;Amex;Ahvaz;-999999.0;87
fail;16/9/2025 21:23;MastCard;Tabriz;914465.0;73
failed;14/9/2025 6:06;Visa;Karaj;650000.0;47
fail;21/9/2025 19:51;Discover;Tehran;250000.0;30
success;16/9/2025 12:12;nan;karaj;585954.0;16
Success;5/9/2025 12:12;MasterCard;ThRan;-1.0;59
fail;9/9/2025 11:11;VISA;Isfahan;1883871.0;47
success;26/9/2025 23:59;Visa;Mashhad;585954.0;30
success;30/9/2025 10:48;visa;Isfahan;9999999999.0;9
success;28/9/2025 10:48;MastCard;TEHRAN;-999999.0;65
fail;2/9/2025 8:08;Vsa;Tehran;585954.0;59
FAIL;18/9/2025 9:09;MasterCard;Shiraz;650000.0;64
success;6/9/2025 4:04;Master-Card;Shiraz;0.0;8
fail;9/9/2025 7:08;Amex;Isfahan;100.5;52
fail;1/9/2025 9:45;MastCard;Tabriz;914465.0;18
success;9/9/2025 14:11;Visa;Tabriz;-999999.0;92
fail;25/9/2025 23:59;Amex;Ahvaz;-999999.0;82
fail;16/9/2025 9:00;Master-Card;Tehran;0.0;97
success;13/9/2025 10:05;Visa;Qom;850000.0;58
success;9/9/2025 21:21;MastCard;Tabriz;1050805.0;49
success;21/9/2025 12:34;Visa;Tabriz;1883871.0;32
fail;13/9/2025 16:16;nan;Mashhad;9999999999.0;48
success;9/9/2025 18:00;visa;TEHRAN;9999999999.0;45
FAIL;11/9/2025 8:08;Discover;Shiraz;177050.0;54
fail;4/9/2025 2:20;Visa;Ahvaz;100000.0;85
success;2/9/2025 2:54;Amex;Qom;1.0;46
Success;29/9/2025 2:30;Visa;Karaj;555555.0;97
success;6/9/2025 2:20;MasterCard;Isfahan;0.0;31
success;14/9/2025 18:00;Discover;TEHRAN;0.0;37
fail;4/9/2025 23:59;MasterCard;Mashhad;9999999999.0;16
success;6/9/2025 23:59;Visa;Qom;585954.0;46
success;19/9/2025 1:01;Visa;Mashhad;-5000.0;46
success;6/9/2025 0:00;Visa;Tabriz;50200.0;78
succeed;2/9/2025 20:33;Amex;Tabriz;100.5;89
fail;18/9/2025 7:07;Amex;Tehran;250000.0;90
fail;13/9/2025 11:11;Discover;Karaj;850000.0;61
fail;9/9/2025 14:02;Amex;Tabriz;0.0;46
success;23/9/2025 14:00;Master-Card;Isfahan;900000.0;51
fail;19/9/2025 15:45;Discover;TEHRAN;419089.0;62
success;13/9/2025 1:51;Vsa;Qom;443463.0;35
fail;11/9/2025 17:17;Amex;Tehran;471227.0;81
success;1/9/2025 19:19;Visa;Ahvaz;1000.0;42
fail;24/9/2025 14:30;Discover;Tabriz;0.0;45
failed;30/9/2025 7:08;MasterCard;Qom;1050805.0;68
success;22/9/2025 5:23;MastCard;Mashhad;0.0;75
Success;7/9/2025 16:16;Discover;Tabriz;1463119.0;47
success;25/9/2025 14:11;visa;Tehran;0.0;79
fail;21/9/2025 18:00;MastCard;Tabriz;0.0;30
fail;15/9/2025 23:59;Discover;Tehran;1.0;24
succeed;1/9/2025 18:45;Visa;Tabriz;976246.0;66
success;12/9/2025 2:24;Visa;nan;100.5;43
fail;26/9/2025 8:08;MasterCard;Isfahan;555555.0;34
success;7/9/2025 7:08;MasterCard;THR;0.0;23
success;15/9/2025 12:12;Vsa;Qom;-5000.0;61
fail;21/9/2025 0:00;MastCard;Shiraz;-5000.0;96
fail;19/9/2025 10:48;Visa;Tehran;12345.0;37
failed;28/9/2025 6:06;Amex;Tabriz;1768588.0;13
fail;29/9/2025 2:24;Visa;Mashhad;1782689.0;98
fail;25/9/2025 6:30;MasterCard;THR;-5000.0;71
fail;1/9/2025 2:37;MastCard;Tehran;200000.0;97
fail;17/9/2025 20:20;MasterCard;Mashhad;774681.0;7
success;17/9/2025 14:30;Vsa;Tehran;914465.0;42
fail;3/9/2025 3:27;VISA;Mashhad;914282.0;38
fail;12/9/2025 8:08;Amex;Shiraz;63489.0;52
Success;6/9/2025 18:12;Visa;Karaj;976246.0;44
fail;26/9/2025 0:00;Discover;Tehran;1782689.0;64
fail;11/9/2025 13:10;Visa;Tehran;250000.0;13
success;3/9/2025 12:12;Amex;Mashhad;1.0;89
success;8/9/2025 11:11;Vsa;nan;333333.0;28
failed;14/9/2025 2:20;Amex;Isfahan;99999.0;97
fail;14/9/2025 11:11;Vsa;Isfahan;976246.0;82
failed;10/9/2025 14:00;Vsa;Isfahan;1427657.0;99
success;2/9/2025 18:12;Master-Card;Tehran;200000.0;99
success;14/9/2025 2:30;Discover;Ahvaz;-5000.0;1
fail;9/9/2025 14:02;Master-Card;Tabriz;1768588.0;43
fail;3/9/2025 19:51;Amex;Karaj;1502601.0;42
success;21/9/2025 7:07;Discover;Mashhad;-5000.0;96
failed;26/9/2025 0:00;visa;Shiraz;850000.0;50
success;8/9/2025 1:01;Master Card;Tehran;0.0;60
fail;16/9/2025 5:56;Amex;TEHRAN;0.0;1
fail;2/9/2025 3:00;Vsa;Tabriz;1883871.0;51
success;6/9/2025 2:30;Discover;Shiraz;1387769.0;16
success;28/9/2025 7:08;MasterCard;Ahvaz;100000.0;39
fail;21/9/2025 2:20;Visa;Qom;0.0;15
fail;29/9/2025 17:17;MasterCard;Isfahan;50200.0;33
success;26/9/2025 4:40;MasterCard;Tehran ;1578078.0;88
success;25/9/2025 16:16;Visa;Tabriz;-5000.0;53
success;12/9/2025 12:12;MastCard;tehr@n;1472823.0;99
failed;5/9/2025 3:27;Visa;Tehran;850000.0;17
success;2/9/2025 22:27;Visa;Isfahan;1782689.0;90
fail;16/9/2025 11:11;Discover;Tehran;850000.0;6
success;5/9/2025 23:59;MasterCard;Tehran;0.0;31
succeed;15/9/2025 3:27;Discover;Tabriz;205000.0;69
failed;12/9/2025 20:20;Discover;Tehran;452545.0;40
failed;4/9/2025 11:11;Discover;ThRan;914465.0;30
fail;15/9/2025 9:09;Visa;Ahvaz;471227.0;69
success;11/9/2025 1:51;MasterCard;Tehran;0.0;76
failed;16/9/2025 2:30;Master-Card;Tabriz;5000.0;7
success;23/9/2025 23:17;Visa;Shiraz;650000.0;13
fail;6/9/2025 7:08;MastCard;Isfahan;419089.0;4
Success;14/9/2025 21:21;Visa;karaj;545116.0;50
success;18/9/2025 4:40;Discover;Mashhad;419089.0;3
fail;12/9/2025 1:51;Discover;Shiraz;200000.0;12
fail;27/9/2025 3:27;nan;Qom;9999999999.0;65
success;11/9/2025 5:56;MasterCard;Shiraz;100000.0;27
success;13/9/2025 21:21;MastCard;Tabriz;850000.0;50
fail;21/9/2025 20:33;Amex;Isfahan;99999.0;77
success;23/9/2025 2:20;Visa;Tehran;914465.0;17
failed;11/9/2025 5:23;Master Card;Qom;1578078.0;72
success;23/9/2025 8:08;Discover;Mashhad;0.0;32
fail;16/9/2025 17:07;Visa;Ahvaz;-5000.0;84
success;15/9/2025 5:56;Discover;Tabriz;471227.0;51
fail;21/9/2025 21:23;Discover;Isfahan;1463119.0;17
fail;28/9/2025 20:33;Visa;Tehran;1578078.0;34
fail;15/9/2025 14:30;Amex;Shiraz;0.0;35
failed;25/9/2025 1:51;Discover;karaj;443463.0;100
fail;4/9/2025 2:30;Amex;Ahvaz;343679.0;24
fail;11/9/2025 6:06;Visa;tehr@n;-5000.0;54
fail;19/9/2025 1:01;visa;Tehran ;1578078.0;18
success;15/9/2025 4:15;Visa;Ahvaz;0.0;50
Success;4/9/2025 11:11;Amex;Tabriz;0.0;46
Success;21/9/2025 1:51;MastCard;Tabriz;1782689.0;48
fail;13/9/2025 17:07;Visa;Mashhad;9999999999.0;33
fail;22/9/2025 18:00;Visa;nan;9999999999.0;88
fail;19/9/2025 0:00;Visa;Isfahan;-5000.0;90
failed;2/9/2025 4:04;Discover;Tehran;1427657.0;27
fail;14/9/2025 20:20;Visa;tehr@n;471227.0;1
fail;29/9/2025 4:15;MastCard;Isfahan;123456.0;85
success;4/9/2025 2:37;MasterCard;Karaj;177050.0;59
fail;16/9/2025 5:56;MasterCard;Ahvaz;1782689.0;10
fail;21/9/2025 20:33;Visa;karaj;1472823.0;96
fail;20/9/2025 6:30;Master-Card;karaj;9999999999.0;25
fail;14/9/2025 14:11;Visa;karaj;100.5;84
success;27/9/2025 10:48;Discover;Shiraz;5000.0;57
FAIL;29/9/2025 2:37;Visa;Isfahan;100.5;66
fail;15/9/2025 21:10;Visa;Shiraz;583952.0;15
fail;28/9/2025 10:05;Amex;karaj;1502601.0;28
Success;3/9/2025 16:40;MastCard;Isfahan;1305967.0;13
failed;8/9/2025 9:45;MastCard;Tabriz;100.5;14
fail;16/9/2025 13:10;Amex;Isfahan;900000.0;66
success;10/9/2025 2:37;Master Card;Qom;976246.0;34
fail;4/9/2025 14:30;MasterCard;Tehran;1883871.0;100
success;30/9/2025 3:27;MasterCard;Ahvaz;63489.0;25
FAIL;18/9/2025 12:12;Discover;Tehran;0.0;54
success;2/9/2025 3:27;Visa;Tehran;850000.0;79
success;17/9/2025 1:01;Amex;Tehran;-999999.0;12
fail;13/9/2025 2:24;Discover;Qom;471227.0;9
success;4/9/2025 2:54;MasterCard;Tabriz;0.0;31
success;26/9/2025 14:00;Visa;Isfahan;99999.0;78
success;25/9/2025 14:11;Vsa;tehr@n;0.0;94
fail;30/9/2025 19:51;visa;karaj;914282.0;53
success;11/9/2025 3:27;Discover;THR;1463119.0;43
success;7/9/2025 6:06;Vsa;Qom;343679.0;38
fail;12/9/2025 3:27;Master-Card;THR;450000.0;42
fail;10/9/2025 20:33;visa;Ahvaz;0.0;72
fail;7/9/2025 7:08;Discover;tehr@n;1.0;48
success;13/9/2025 19:19;MastCard;Tehran;1387769.0;67
success;7/9/2025 10:48;Visa;Tehran;9999999999.0;66
failed;24/9/2025 0:00;Amex;Tehran;0.0;16
fail;17/9/2025 7:08;MastCard;TEHRAN;-5000.0;83
Success;10/9/2025 4:40;MastCard;Qom;300000.0;95
success;29/9/2025 1:01;Visa;Isfahan;1578078.0;16
fail;10/9/2025 13:13;Master-Card;Mashhad;343679.0;31
fail;24/9/2025 18:45;MasterCard;karaj;200000.0;58
fail;4/9/2025 3:00;Visa;TEHRAN;100.5;28
Success;20/9/2025 15:45;MasterCard;Karaj;177050.0;4
fail;4/9/2025 10:48;Master-Card;Ahvaz;976246.0;10
fail;22/9/2025 2:30;VISA;Tabriz;1463119.0;51
fail;7/9/2025 8:59;MastCard;Mashhad;50200.0;18
failed;22/9/2025 11:11;Visa;THR;-5000.0;47
fail;1/9/2025 14:30;Visa;Ahvaz;0.0;32
fail;12/9/2025 11:11;Visa;Karaj;443463.0;30
success;24/9/2025 14:11;Visa;Tehran;583952.0;36
success;13/9/2025 4:04;Discover;Tehran;343679.0;9
success;10/9/2025 21:21;Discover;Tehran;914465.0;36
success;15/9/2025 14:00;Visa;Qom;250000.0;29
failed;27/9/2025 18:00;Master-Card;Qom;-5000.0;16
failed;13/9/2025 12:12;Amex;tehr@n;250000.0;93
failed;23/9/2025 9:00;Vsa;Karaj;177050.0;21
fail;22/9/2025 1:01;Discover;Tabriz;1578078.0;64
failed;22/9/2025 14:00;MasterCard;Tehran;50200.0;66
fail;21/9/2025 20:33;Discover;THR;5000.0;59
fail;22/9/2025 5:23;MasterCard;Mashhad;1578078.0;100
Success;28/9/2025 6:30;Amex;Shiraz;0.0;28
failed;9/9/2025 21:23;MasterCard;Qom;1578078.0;55
success;26/9/2025 12:12;Vsa;Tehran;1463119.0;31
failed;9/9/2025 2:54;Master-Card;Tehran;850000.0;33
succeed;15/9/2025 10:48;MasterCard;Isfahan;1578078.0;88
success;10/9/2025 23:59;Discover;Isfahan;1578078.0;60
success;24/9/2025 21:23;Master Card;Shiraz;900000.0;41
success;26/9/2025 14:55;MastCard;Shiraz;1463119.0;81
fail;25/9/2025 2:20;Amex;Tehran ;585954.0;46
fail;29/9/2025 23:17;MastCard;THR;-999999.0;49
success;10/9/2025 13:10;Visa;Mashhad;471227.0;65
fail;8/9/2025 2:20;Visa;Mashhad;-999999.0;42
fail;24/9/2025 4:40;Visa;Shiraz;419089.0;23
fail;16/9/2025 5:23;Visa;Tehran;200000.0;27
fail;17/9/2025 17:07;MasterCard;nan;976246.0;90
FAIL;26/9/2025 11:11;Visa;Mashhad;205000.0;32
success;27/9/2025 19:51;Master-Card;TEHRAN;0.0;83
success;5/9/2025 23:17;Amex;Tehran ;583952.0;89
FAIL;4/9/2025 21:23;Discover;Qom;443463.0;3
failed;18/9/2025 14:00;Visa;Tehran;-5000.0;60
success;24/9/2025 14:11;Amex;Qom;1387769.0;76
failed;19/9/2025 7:08;Visa;Qom;177050.0;100
success;4/9/2025 9:45;MastCard;Ahvaz;100000.0;79
fail;28/9/2025 19:40;Vsa;Tehran;774681.0;17
fail;7/9/2025 16:16;MasterCard;Mashhad;1.0;32
success;10/9/2025 20:20;Visa;TEHRAN;177050.0;7
success;25/9/2025 2:24;Vsa;nan;100.5;83
success;18/9/2025 12:12;Discover;Tehran;0.0;71
success;19/9/2025 3:27;Visa;THR;177050.0;69
fail;4/9/2025 22:27;MasterCard;Tehran;850000.0;58
fail;10/9/2025 19:29;nan;karaj;205000.0;40
success;1/9/2025 11:11;Discover;Tabriz;0.0;85
fail;23/9/2025 6:06;Master-Card;Tehran ;1782689.0;48
success;18/9/2025 16:16;Visa;Karaj;419089.0;51
success;5/9/2025 6:06;Visa;Isfahan;333333.0;57
success;15/9/2025 13:13;MastCard;Tabriz;1782689.0;71
fail;17/9/2025 12:44;Visa;Tabriz;1578078.0;37
success;3/9/2025 14:11;Discover;Karaj;50200.0;88
failed;12/9/2025 13:13;Visa;TEHRAN;1387769.0;75
succeed;2/9/2025 5:56;Discover;Ahvaz;1768588.0;74
failed;1/9/2025 16:16;Discover;karaj;1578078.0;85
success;23/9/2025 12:44;MastCard;Ahvaz;419089.0;55
fail;21/9/2025 11:11;MastCard;Tehran ;9999999999.0;41
success;17/9/2025 14:11;Master Card;Ahvaz;976246.0;98
Success;22/9/2025 14:11;MastCard;Tabriz;1387769.0;20
fail;16/9/2025 4:40;MastCard;Ahvaz;774681.0;33
fail;5/9/2025 18:00;MastCard;Tabriz;-5000.0;40
fail;15/9/2025 18:45;Master-Card;nan;585954.0;100
success;3/9/2025 16:16;Discover;Isfahan;1502601.0;34
success;28/9/2025 12:34;Discover;Tabriz;1782689.0;62
fail;7/9/2025 10:48;MastCard;Tabriz;1050805.0;92
failed;11/9/2025 5:23;Visa;Shiraz;583952.0;19
success;10/9/2025 21:10;nan;Tehran;0.0;43
fail;9/9/2025 2:37;MasterCard;tehr@n;300000.0;69
fail;14/9/2025 12:12;Discover;Tabriz;63489.0;63
fail;13/9/2025 12:34;Vsa;Tabriz;9999999999.0;94
success;29/9/2025 23:59;Discover;Tehran;50200.0;10
fail;25/9/2025 5:56;VISA;Tabriz;-5000.0;13
success;30/9/2025 12:12;visa;Isfahan;583952.0;94
success;25/9/2025 12:12;MastCard;Isfahan;1463119.0;5
success;2/9/2025 4:40;Visa;Tabriz;1768588.0;58
fail;3/9/2025 11:11;Discover;Tehran;-5000.0;59
success;7/9/2025 20:33;MasterCard;Tabriz;1782689.0;76
failed;21/9/2025 12:12;Master-Card;Ahvaz;1000.0;59
fail;18/9/2025 20:33;Visa;Isfahan;583952.0;77
fail;3/9/2025 9:00;Visa;Tabriz;-999999.0;87
success;10/9/2025 14:55;Visa;Tabriz;300000.0;15
success;22/9/2025 18:45;MasterCard;Qom;1502601.0;77
fail;29/9/2025 21:10;Master-Card;Tabriz;471227.0;1
success;7/9/2025 9:45;Visa;Shiraz;0.0;38
success;9/9/2025 23:59;Visa;ThRan;300000.0;53
Success;17/9/2025 16:40;MastCard;Tehran;-5000.0;52
fail;11/9/2025 8:59;Vsa;Tehran;976246.0;1
success;7/9/2025 3:27;Vsa;Tehran;300000.0;11
fail;24/9/2025 2:30;Vsa;Mashhad;0.0;58
success;28/9/2025 10:48;Visa;Tehran;-5000.0;40
success;14/9/2025 0:00;MasterCard;Mashhad;-999999.0;87
fail;19/9/2025 23:59;visa;TEHRAN;1883871.0;100
failed;4/9/2025 19:29;visa;Tehran;177050.0;60
fail;26/9/2025 8:08;Amex;Isfahan;123456.0;44
success;6/9/2025 8:08;MastCard;Ahvaz;343679.0;6
fail;10/9/2025 12:12;Master Card;Tehran;-999999.0;28
success;7/9/2025 21:21;MasterCard;Tehran;0.0;31
fail;13/9/2025 3:00;Visa;Shiraz;-999999.0;8
failed;14/9/2025 12:12;MastCard;Tehran;123456.0;5
failed;4/9/2025 7:08;VISA;Ahvaz;914282.0;54
failed;8/9/2025 2:24;MastCard;Tehran;1387769.0;17
fail;5/9/2025 0:00;Vsa;Mashhad;419089.0;38
success;1/9/2025 5:23;MasterCard;Karaj;419089.0;9
fail;4/9/2025 4:15;Visa;Tabriz;9999999999.0;74
failed;3/9/2025 18:45;Visa;Tehran;1578078.0;84
success;9/9/2025 16:16;visa;Tehran;1000.0;78
success;8/9/2025 17:17;MasterCard;THR;-5000.0;14
success;1/9/2025 9:00;Visa;Karaj;976246.0;26
fail;27/9/2025 6:30;Master Card;Tehran;0.0;94
success;6/9/2025 14:02;MasterCard;Karaj;1768588.0;62
fail;9/9/2025 19:19;Vsa;Karaj;1883871.0;92
FAIL;7/9/2025 8:08;Amex;nan;914282.0;25
failed;4/9/2025 5:23;Visa;Isfahan;0.0;80
success;13/9/2025 4:04;Amex;THR;99999.0;36
Success;17/9/2025 18:12;visa;Mashhad;1578078.0;99
fail;28/9/2025 7:08;Visa;TEHRAN;200000.0;80
failed;2/9/2025 9:09;Vsa;Tehran;1768588.0;33
fail;28/9/2025 14:30;Discover;Tehran;900000.0;3
success;5/9/2025 7:07;Discover;THR;5000.0;88
success;12/9/2025 8:08;Discover;karaj;1463119.0;11
fail;27/9/2025 1:51;Master-Card;Tabriz;1768588.0;58
fail;21/9/2025 23:59;MasterCard;Qom;-5000.0;64
fail;8/9/2025 20:33;MasterCard;Isfahan;5000.0;18
succeed;6/9/2025 19:40;Vsa;Tehran;585954.0;47
fail;8/9/2025 2:37;Visa;Tehran;585954.0;44
success;18/9/2025 16:16;Visa;Tehran;-5000.0;94
failed;3/9/2025 9:09;Visa;Qom;1768588.0;59
fail;22/9/2025 2:30;MastCard;Tabriz;-5000.0;50
success;12/9/2025 13:10;MasterCard;Tehran;-999999.0;69
success;29/9/2025 3:27;Master-Card;tehr@n;200000.0;89
fail;26/9/2025 4:40;MasterCard;Tehran;123456.0;29
success;3/9/2025 17:17;Visa;Shiraz;1158713.0;94
fail;22/9/2025 2:37;Vsa;TEHRAN;9999999999.0;91
fail;6/9/2025 18:00;Discover;Tehran;1463119.0;67
success;2/9/2025 3:27;nan;Tabriz;650000.0;2
success;23/9/2025 2:20;Discover;Qom;976246.0;25
Success;12/9/2025 5:56;Visa;Mashhad;5000.0;19
failed;2/9/2025 19:51;MasterCard;Mashhad;914465.0;40
success;6/9/2025 7:07;Visa;Qom;177050.0;2
fail;17/9/2025 10:05;Visa;tehr@n;1463119.0;83
fail;3/9/2025 11:11;MasterCard;Tehran;200000.0;65
fail;2/9/2025 21:10;Visa;Ahvaz;200000.0;62
success;23/9/2025 8:59;Visa;Tabriz;-5000.0;92
failed;30/9/2025 1:01;Discover;Isfahan;914465.0;54
fail;20/9/2025 9:45;MasterCard;Tehran;205000.0;45
fail;8/9/2025 11:11;MasterCard;Mashhad;412308.0;49
success;22/9/2025 4:40;Visa;Ahvaz;471227.0;100
fail;12/9/2025 10:05;Amex;Tehran;99999.0;69
success;26/9/2025 21:21;MastCard;Tabriz;0.0;38
success;4/9/2025 1:51;MastCard;Isfahan;-5000.0;4
success;5/9/2025 5:56;Discover;Tehran;-1.0;17
fail;13/9/2025 2:30;Visa;Ahvaz;9999999999.0;53
failed;29/9/2025 1:01;MasterCard;Ahvaz;123456.0;85
fail;15/9/2025 14:55;Master-Card;karaj;123456.0;53
failed;25/9/2025 19:51;MasterCard;Qom;-999999.0;31
fail;23/9/2025 11:11;Visa;Mashhad;1.0;22
failed;16/9/2025 4:15;Visa;Tabriz;1050805.0;11
success;10/9/2025 2:20;Master Card;Shiraz;976246.0;34
fail;30/9/2025 11:11;MastCard;Mashhad;976246.0;15
failed;30/9/2025 5:56;Discover;Tehran ;1.0;10
success;25/9/2025 14:11;Discover;Tehran ;412308.0;97
