status;status_new;date;time;card_type;city;amount
fail;FAIL;2/9/2025;11:59:00 ìì;Master Card;Ahvaz;177050.0
success;SUCCESS;10/9/2025;2:11:00 ìì;Master Card;Mashhad;900000.0
Success;SUCCESS;12/9/2025;2:37:00 ðì;Visa;Tehran;100.5
fail;FAIL;17/9/2025;8:33:00 ìì;Amex;karaj;177050.0
fail;FAIL;8/9/2025;11:59:00 ìì;Visa;Mashhad;1883871.0
success;SUCCESS;11/9/2025;7:40:00 ìì;Amex;Isfahan;585954.0
success;SUCCESS;29/9/2025;4:15:00 ðì;Master Card;Ahvaz;177050.0
fail;FAIL;6/9/2025;12:44:00 ìì;Master Card;Qom;205000.0
success;SUCCESS;9/9/2025;11:17:00 ìì;Master Card;Mashhad;177050.0
success;SUCCESS;6/9/2025;7:08:00 ðì;Amex;Tehran;443463.0
fail;FAIL;9/9/2025;11:11:00 ðì;Master Card;Tabriz;177050.0
success;SUCCESS;7/9/2025;12:12:00 ìì;Amex;Tabriz;1578078.0
success;SUCCESS;18/9/2025;4:16:00 ìì;Visa;Tabriz;120000.0
fail;FAIL;12/9/2025;2:24:00 ðì;Visa;Tabriz;976246.0
success;SUCCESS;8/9/2025;8:08:00 ðì;Discover;karaj;585954.0
fail;FAIL;8/9/2025;12:00:00 ðì;Visa;Isfahan;471227.0
fail;FAIL;18/9/2025;2:37:00 ðì;Master Card;Isfahan;1387769.0
success;SUCCESS;28/9/2025;7:08:00 ðì;Discover;Qom;1502601.0
success;SUCCESS;30/9/2025;2:55:00 ìì;Master Card;Qom;1768588.0
fail;FAIL;20/9/2025;10:27:00 ìì;Master Card;Qom;177050.0
fail;FAIL;15/9/2025;2:55:00 ìì;Master Card;karaj;850000.0
success;SUCCESS;27/9/2025;12:00:00 ðì;Visa;Tehran;123456.0
Success;SUCCESS;11/9/2025;6:30:00 ðì;Discover;Tehran;1782689.0
fail;FAIL;20/9/2025;5:07:00 ìì;Amex;Ahvaz;450000.0
fail;FAIL;16/9/2025;1:13:00 ìì;Visa;Qom;177050.0
success;SUCCESS;4/9/2025;7:40:00 ìì;Discover;Ahvaz;1782689.0
fail;FAIL;26/9/2025;6:12:00 ìì;Master Card;Tehran;177050.0
success;SUCCESS;22/9/2025;11:11:00 ðì;Visa;Tabriz;205000.0
fail;FAIL;26/9/2025;9:09:00 ðì;Master Card;Mashhad;100.5
FAIL;FAIL;3/9/2025;1:51:00 ðì;Visa;Tabriz;1000.0
Success;SUCCESS;9/9/2025;2:11:00 ìì;Visa;Tabriz;1883871.0
fail;FAIL;28/9/2025;1:01:00 ðì;Master Card;Tehran;555555.0
success;SUCCESS;14/9/2025;10:27:00 ìì;Visa;Isfahan;545116.0
fail;FAIL;11/9/2025;12:12:00 ìì;Amex;Ahvaz;850000.0
success;SUCCESS;18/9/2025;11:11:00 ðì;Master Card;Shiraz;914282.0
fail;FAIL;22/9/2025;8:08:00 ðì;Visa;Tehran;976246.0
success;SUCCESS;12/9/2025;4:40:00 ìì;Discover;Isfahan;177050.0
Success;SUCCESS;12/9/2025;2:00:00 ìì;Visa;Tabriz;471227.0
fail;FAIL;13/9/2025;10:48:00 ðì;Visa;Tabriz;1883871.0
fail;FAIL;26/9/2025;1:01:00 ðì;Discover;Tabriz;50200.0
success;SUCCESS;19/9/2025;7:51:00 ìì;Visa;Tehran;12345.0
success;SUCCESS;23/9/2025;9:00:00 ðì;Amex;Tehran;914465.0
fail;FAIL;4/9/2025;2:11:00 ìì;Master Card;Tehran;914465.0
success;SUCCESS;13/9/2025;3:00:00 ðì;Master Card;Tehran;177050.0
fail;FAIL;8/9/2025;5:56:00 ðì;Amex;Tehran;976246.0
fail;FAIL;29/9/2025;7:08:00 ðì;Discover;Isfahan;650000.0
Success;SUCCESS;23/9/2025;1:51:00 ðì;Master Card;Tehran;200000.0
fail;FAIL;21/9/2025;1:10:00 ìì;Discover;Karaj;419089.0
fail;FAIL;12/9/2025;12:44:00 ìì;Master Card;Tehran;120000.0
success;SUCCESS;18/9/2025;4:16:00 ìì;VISA;Karaj;412308.0
success;SUCCESS;18/9/2025;1:13:00 ìì;Discover;Tehran;177050.0
fail;FAIL;19/9/2025;8:08:00 ðì;Visa;Isfahan;333333.0
fail;FAIL;22/9/2025;1:01:00 ðì;Master Card;Tabriz;774681.0
fail;FAIL;27/9/2025;12:00:00 ðì;Discover;Isfahan;471227.0
fail;FAIL;3/9/2025;11:17:00 ìì;Amex;Tehran;452545.0
success;SUCCESS;28/9/2025;3:27:00 ðì;Master Card;Tehran;1305967.0
fail;FAIL;10/9/2025;7:08:00 ðì;Master Card;Tabriz;1768588.0
Success;SUCCESS;19/9/2025;10:48:00 ðì;Master Card;Tabriz;976246.0
fail;FAIL;3/9/2025;2:24:00 ðì;Master Card;Shiraz;1387769.0
fail;FAIL;29/9/2025;2:55:00 ìì;Visa;Tehran;419089.0
fail;FAIL;22/9/2025;1:01:00 ðì;Visa;Tehran ;1768588.0
fail;FAIL;15/9/2025;7:19:00 ìì;Visa;Tehran;1883871.0
success;SUCCESS;1/9/2025;1:10:00 ìì;Master Card;Isfahan;1387769.0
fail;FAIL;7/9/2025;7:08:00 ðì;Visa;Tehran;412308.0
fail;FAIL;12/9/2025;11:11:00 ðì;Discover;Qom;1502601.0
success;SUCCESS;17/9/2025;9:00:00 ðì;Amex;Tehran;200000.0
success;SUCCESS;30/9/2025;12:12:00 ìì;Master Card;Tehran;100.5
Success;SUCCESS;26/9/2025;7:29:00 ìì;Visa;Tehran;555555.0
success;SUCCESS;29/9/2025;5:56:00 ðì;Visa;Mashhad;555555.0
success;SUCCESS;24/9/2025;12:34:00 ìì;Master Card;Isfahan;914282.0
success;SUCCESS;20/9/2025;7:40:00 ìì;Visa;Isfahan;1472823.0
fail;FAIL;5/9/2025;6:12:00 ìì;Master Card;karaj;1782689.0
success;SUCCESS;4/9/2025;9:45:00 ðì;Visa;Shiraz;1387769.0
success;SUCCESS;28/9/2025;12:00:00 ðì;Amex;Tehran;1463119.0
fail;FAIL;30/9/2025;7:19:00 ìì;Visa;Tabriz;99999.0
success;SUCCESS;20/9/2025;7:29:00 ìì;Amex;Tehran;914465.0
success;SUCCESS;28/9/2025;3:27:00 ðì;Visa;Shiraz;452545.0
success;SUCCESS;24/9/2025;4:40:00 ìì;Master Card;karaj;471227.0
fail;FAIL;19/9/2025;12:12:00 ìì;visa;Mashhad;1782689.0
Success;SUCCESS;9/9/2025;2:55:00 ìì;Amex;Tehran;1883871.0
success;SUCCESS;4/9/2025;1:13:00 ìì;Master Card;Shiraz;1000.0
fail;FAIL;26/9/2025;7:29:00 ìì;Master Card;Mashhad;205000.0
fail;FAIL;4/9/2025;2:11:00 ìì;Amex;Ahvaz;1502601.0
fail;FAIL;15/9/2025;10:27:00 ìì;Master Card;Tabriz;850000.0
fail;FAIL;2/9/2025;11:11:00 ðì;Master Card;Tehran;343679.0
fail;FAIL;4/9/2025;8:33:00 ìì;Visa;Tabriz;1.0
success;SUCCESS;6/9/2025;7:51:00 ìì;Discover;Tabriz;63489.0
success;SUCCESS;7/9/2025;8:08:00 ðì;Master Card;Isfahan;545116.0
success;SUCCESS;10/9/2025;6:06:00 ðì;VISA;Tehran;545116.0
fail;FAIL;26/9/2025;7:51:00 ìì;Master Card;Tehran ;583952.0
fail;FAIL;22/9/2025;8:33:00 ìì;Visa;Ahvaz;443463.0
fail;FAIL;29/9/2025;1:01:00 ðì;Master Card;Tehran;100.5
fail;FAIL;12/9/2025;7:29:00 ìì;Discover;Ahvaz;99999.0
success;SUCCESS;18/9/2025;1:13:00 ìì;Discover;Tabriz;650000.0
fail;FAIL;8/9/2025;9:23:00 ìì;Amex;Karaj;976246.0
success;SUCCESS;21/9/2025;1:13:00 ìì;Visa;Tabriz;100000.0
success;SUCCESS;15/9/2025;12:12:00 ìì;Visa;Tabriz;1387769.0
fail;FAIL;1/9/2025;7:40:00 ìì;Visa;Karaj;1427657.0
success;SUCCESS;3/9/2025;2:30:00 ìì;Visa;Tehran;450000.0
fail;FAIL;8/9/2025;10:48:00 ðì;Discover;Mashhad;583952.0
fail;FAIL;4/9/2025;7:29:00 ìì;Visa;Shiraz;443463.0
FAIL;FAIL;16/9/2025;12:12:00 ìì;Master Card;Shiraz;200000.0
success;SUCCESS;10/9/2025;2:30:00 ðì;Discover;Shiraz;471227.0
success;SUCCESS;12/9/2025;2:30:00 ðì;Master Card;Tehran;12345.0
success;SUCCESS;14/9/2025;7:32:00 ðì;Visa;Tehran;177050.0
fail;FAIL;23/9/2025;9:10:00 ìì;Master Card;Isfahan;1463119.0
fail;FAIL;5/9/2025;12:44:00 ìì;Visa;Tehran;1472823.0
fail;FAIL;6/9/2025;2:11:00 ìì;Master Card;Shiraz;914465.0
Success;SUCCESS;13/9/2025;12:12:00 ìì;Master Card;Tehran;1768588.0
success;SUCCESS;9/9/2025;4:15:00 ðì;Visa;Tehran;177050.0
Success;SUCCESS;30/9/2025;2:00:00 ìì;Visa;Qom;1427657.0
fail;FAIL;22/9/2025;1:51:00 ðì;Visa;Tabriz;914282.0
success;SUCCESS;28/9/2025;2:30:00 ìì;Discover;Shiraz;450000.0
success;SUCCESS;29/9/2025;8:08:00 ðì;Discover;Qom;177050.0
success;SUCCESS;15/9/2025;11:11:00 ðì;Visa;Tehran;774681.0
success;SUCCESS;14/9/2025;7:08:00 ðì;Visa;Tehran;1768588.0
success;SUCCESS;7/9/2025;12:00:00 ðì;Discover;Tehran;774681.0
fail;FAIL;25/9/2025;10:48:00 ðì;Master Card;Qom;343679.0
fail;FAIL;7/9/2025;7:51:00 ìì;Master Card;Isfahan;300000.0
fail;FAIL;6/9/2025;1:13:00 ìì;Discover;karaj;177050.0
fail;FAIL;17/9/2025;7:40:00 ìì;Visa;Tabriz;976246.0
fail;FAIL;27/9/2025;2:30:00 ðì;Discover;Tehran;585954.0
fail;FAIL;25/9/2025;2:00:00 ìì;Master Card;Tehran;1782689.0
Success;SUCCESS;25/9/2025;11:59:00 ìì;Master Card;Tehran;100.5
fail;FAIL;2/9/2025;6:06:00 ðì;Visa;Isfahan;976246.0
success;SUCCESS;3/9/2025;1:01:00 ðì;Visa;Isfahan;774681.0
Success;SUCCESS;5/9/2025;1:13:00 ìì;Discover;Tehran;100.5
fail;FAIL;5/9/2025;2:30:00 ðì;Visa;karaj;333333.0
fail;FAIL;1/9/2025;8:20:00 ìì;Visa;Isfahan;1578078.0
success;SUCCESS;8/9/2025;1:01:00 ðì;Discover;Mashhad;452545.0
success;SUCCESS;12/9/2025;1:10:00 ìì;Master Card;Tabriz;1050805.0
success;SUCCESS;24/9/2025;8:33:00 ìì;Master Card;Mashhad;545116.0
success;SUCCESS;4/9/2025;6:30:00 ðì;Visa;Ahvaz;583952.0
fail;FAIL;13/9/2025;10:48:00 ðì;VISA;Tehran;914282.0
success;SUCCESS;23/9/2025;3:00:00 ðì;Visa;Tehran ;300000.0
fail;FAIL;10/9/2025;7:19:00 ìì;Master Card;Tabriz;63489.0
fail;FAIL;3/9/2025;12:00:00 ðì;Visa;Tehran;100.5
success;SUCCESS;10/9/2025;9:10:00 ìì;Discover;Tehran;976246.0
fail;FAIL;30/9/2025;3:00:00 ðì;Visa;karaj;1578078.0
success;SUCCESS;9/9/2025;6:06:00 ðì;Visa;Tehran;12345.0
Success;SUCCESS;1/9/2025;10:48:00 ðì;Amex;Qom;123456.0
fail;FAIL;5/9/2025;2:11:00 ìì;Discover;Karaj;100.5
fail;FAIL;20/9/2025;4:16:00 ìì;Master Card;Ahvaz;1782689.0
success;SUCCESS;11/9/2025;11:17:00 ìì;Visa;Shiraz;1305967.0
fail;FAIL;12/9/2025;3:27:00 ðì;Visa;Qom;1883871.0
fail;FAIL;22/9/2025;2:55:00 ìì;Discover;Isfahan;250000.0
fail;FAIL;20/9/2025;5:56:00 ðì;Amex;Tehran;63489.0
success;SUCCESS;28/9/2025;1:13:00 ìì;Visa;Ahvaz;99999.0
success;SUCCESS;25/9/2025;4:15:00 ðì;Master Card;Tabriz;200000.0
fail;FAIL;11/9/2025;6:12:00 ìì;Visa;Mashhad;471227.0
Success;SUCCESS;5/9/2025;2:37:00 ðì;Master Card;Tehran;333333.0
success;SUCCESS;5/9/2025;11:59:00 ìì;Discover;Tehran;545116.0
fail;FAIL;17/9/2025;7:29:00 ìì;Master Card;Tehran ;450000.0
fail;FAIL;17/9/2025;2:00:00 ìì;Master Card;Tabriz;1782689.0
fail;FAIL;24/9/2025;2:11:00 ìì;Visa;Isfahan;1387769.0
success;SUCCESS;28/9/2025;4:40:00 ðì;Master Card;Tehran;585954.0
fail;FAIL;6/9/2025;8:20:00 ìì;Master Card;Tehran;471227.0
fail;FAIL;27/9/2025;5:23:00 ðì;Master Card;Qom;585954.0
success;SUCCESS;20/9/2025;12:00:00 ðì;Amex;Tabriz;443463.0
fail;FAIL;18/9/2025;12:34:00 ìì;Discover;Ahvaz;120000.0
success;SUCCESS;14/9/2025;5:17:00 ìì;Visa;karaj;1050805.0
success;SUCCESS;9/9/2025;4:40:00 ìì;Master Card;Qom;419089.0
success;SUCCESS;5/9/2025;2:30:00 ðì;Visa;Tehran ;343679.0
success;SUCCESS;20/9/2025;7:40:00 ìì;VISA;karaj;100.5
success;SUCCESS;26/9/2025;2:20:00 ðì;Amex;Mashhad;1578078.0
fail;FAIL;29/9/2025;5:17:00 ìì;Visa;Shiraz;1883871.0
success;SUCCESS;1/9/2025;4:04:00 ðì;Master Card;Ahvaz;1472823.0
fail;FAIL;23/9/2025;5:56:00 ðì;Visa;Tehran;850000.0
success;SUCCESS;3/9/2025;11:11:00 ðì;Visa;Qom;99999.0
Success;SUCCESS;6/9/2025;3:27:00 ðì;Master Card;Tehran;583952.0
success;SUCCESS;21/9/2025;12:34:00 ìì;Visa;karaj;650000.0
fail;FAIL;27/9/2025;9:10:00 ìì;Discover;Tehran;100.5
success;SUCCESS;17/9/2025;4:40:00 ðì;Visa;Tabriz;914465.0
success;SUCCESS;19/9/2025;2:30:00 ìì;visa;Shiraz;12345.0
FAIL;FAIL;14/9/2025;1:51:00 ðì;Discover;Tehran;1472823.0
success;SUCCESS;12/9/2025;8:33:00 ìì;Master Card;Tehran;450000.0
fail;FAIL;10/9/2025;1:51:00 ðì;Visa;Tehran;1782689.0
fail;FAIL;20/9/2025;8:20:00 ìì;Amex;Tehran;555555.0
success;SUCCESS;21/9/2025;6:06:00 ðì;Discover;Tehran;1578078.0
success;SUCCESS;18/9/2025;11:17:00 ìì;VISA;Tehran;100000.0
fail;FAIL;24/9/2025;1:13:00 ìì;Master Card;Tehran;250000.0
fail;FAIL;27/9/2025;8:33:00 ìì;Amex;Tehran;1000.0
success;SUCCESS;30/9/2025;3:27:00 ðì;visa;Isfahan;850000.0
success;SUCCESS;2/9/2025;1:13:00 ìì;Visa;Isfahan;12345.0
fail;FAIL;25/9/2025;4:15:00 ðì;Visa;Ahvaz;200000.0
fail;FAIL;18/9/2025;1:13:00 ìì;Discover;Isfahan;200000.0
fail;FAIL;7/9/2025;7:08:00 ðì;Master Card;Tabriz;5000.0
fail;FAIL;24/9/2025;5:23:00 ðì;Visa;Mashhad;1158713.0
fail;FAIL;15/9/2025;2:55:00 ìì;Amex;Qom;900000.0
fail;FAIL;11/9/2025;8:20:00 ìì;Amex;Qom;1472823.0
fail;FAIL;18/9/2025;12:12:00 ìì;Visa;Isfahan;1472823.0
fail;FAIL;23/9/2025;1:01:00 ðì;Master Card;Tehran;343679.0
success;SUCCESS;12/9/2025;5:17:00 ìì;VISA;Tehran;100.5
fail;FAIL;6/9/2025;1:01:00 ðì;Master Card;Tehran;205000.0
fail;FAIL;30/9/2025;2:30:00 ðì;Amex;Tehran;471227.0
fail;FAIL;16/9/2025;8:33:00 ìì;Visa;Tehran;650000.0
fail;FAIL;18/9/2025;8:08:00 ðì;Master Card;Shiraz;50200.0
success;SUCCESS;10/9/2025;1:13:00 ìì;VISA;Qom;1000.0
success;SUCCESS;23/9/2025;4:04:00 ðì;Master Card;Mashhad;583952.0
success;SUCCESS;18/9/2025;7:32:00 ðì;Discover;Qom;545116.0
fail;FAIL;21/9/2025;7:08:00 ðì;Visa;Karaj;450000.0
fail;FAIL;1/9/2025;7:07:00 ðì;Amex;Tabriz;1768588.0
success;SUCCESS;23/9/2025;2:11:00 ìì;Visa;Isfahan;200000.0
Success;SUCCESS;8/9/2025;3:27:00 ðì;Visa;Ahvaz;12345.0
fail;FAIL;29/9/2025;8:59:00 ðì;Visa;Tehran;1578078.0
success;SUCCESS;15/9/2025;7:51:00 ìì;Amex;Mashhad;900000.0
success;SUCCESS;15/9/2025;8:08:00 ðì;Discover;Tehran;914282.0
fail;FAIL;2/9/2025;10:27:00 ìì;Visa;karaj;177050.0
success;SUCCESS;23/9/2025;2:37:00 ðì;Master Card;Tehran;412308.0
success;SUCCESS;11/9/2025;10:27:00 ìì;visa;Tehran;555555.0
success;SUCCESS;10/9/2025;12:44:00 ìì;Master Card;Tabriz;471227.0
success;SUCCESS;18/9/2025;7:32:00 ðì;Visa;Tehran;333333.0
Success;SUCCESS;18/9/2025;4:04:00 ðì;Visa;Tehran;250000.0
fail;FAIL;17/9/2025;4:15:00 ðì;Master Card;Tabriz;205000.0
success;SUCCESS;26/9/2025;2:00:00 ìì;Amex;Isfahan;545116.0
fail;FAIL;8/9/2025;11:59:00 ìì;Master Card;Qom;585954.0
fail;FAIL;15/9/2025;9:10:00 ìì;Visa;Tabriz;1578078.0
success;SUCCESS;17/9/2025;4:40:00 ìì;Discover;Tehran;583952.0
fail;FAIL;12/9/2025;5:17:00 ìì;Visa;Qom;5000.0
fail;FAIL;27/9/2025;2:55:00 ìì;Master Card;Isfahan;471227.0
success;SUCCESS;8/9/2025;9:45:00 ðì;Discover;Tehran;583952.0
success;SUCCESS;25/9/2025;9:21:00 ìì;Master Card;Isfahan;443463.0
fail;FAIL;14/9/2025;7:19:00 ìì;Master Card;Isfahan;900000.0
success;SUCCESS;4/9/2025;8:08:00 ðì;visa;Qom;1502601.0
fail;FAIL;16/9/2025;9:23:00 ìì;Master Card;Tabriz;914465.0
fail;FAIL;14/9/2025;6:06:00 ðì;Visa;Karaj;650000.0
fail;FAIL;21/9/2025;7:51:00 ìì;Discover;Tehran;250000.0
fail;FAIL;9/9/2025;11:11:00 ðì;VISA;Isfahan;1883871.0
success;SUCCESS;26/9/2025;11:59:00 ìì;Visa;Mashhad;585954.0
fail;FAIL;2/9/2025;8:08:00 ðì;Visa;Tehran;585954.0
FAIL;FAIL;18/9/2025;9:09:00 ðì;Master Card;Shiraz;650000.0
fail;FAIL;9/9/2025;7:08:00 ðì;Amex;Isfahan;100.5
fail;FAIL;1/9/2025;9:45:00 ðì;Master Card;Tabriz;914465.0
success;SUCCESS;13/9/2025;10:05:00 ðì;Visa;Qom;850000.0
success;SUCCESS;9/9/2025;9:21:00 ìì;Master Card;Tabriz;1050805.0
success;SUCCESS;21/9/2025;12:34:00 ìì;Visa;Tabriz;1883871.0
FAIL;FAIL;11/9/2025;8:08:00 ðì;Discover;Shiraz;177050.0
fail;FAIL;4/9/2025;2:20:00 ðì;Visa;Ahvaz;100000.0
success;SUCCESS;2/9/2025;2:54:00 ðì;Amex;Qom;1.0
Success;SUCCESS;29/9/2025;2:30:00 ðì;Visa;Karaj;555555.0
success;SUCCESS;6/9/2025;11:59:00 ìì;Visa;Qom;585954.0
success;SUCCESS;6/9/2025;12:00:00 ðì;Visa;Tabriz;50200.0
success;SUCCESS;2/9/2025;8:33:00 ìì;Amex;Tabriz;100.5
fail;FAIL;18/9/2025;7:07:00 ðì;Amex;Tehran;250000.0
fail;FAIL;13/9/2025;11:11:00 ðì;Discover;Karaj;850000.0
success;SUCCESS;23/9/2025;2:00:00 ìì;Master Card;Isfahan;900000.0
fail;FAIL;19/9/2025;3:45:00 ìì;Discover;Tehran;419089.0
success;SUCCESS;13/9/2025;1:51:00 ðì;Visa;Qom;443463.0
fail;FAIL;11/9/2025;5:17:00 ìì;Amex;Tehran;471227.0
success;SUCCESS;1/9/2025;7:19:00 ìì;Visa;Ahvaz;1000.0
fail;FAIL;30/9/2025;7:08:00 ðì;Master Card;Qom;1050805.0
Success;SUCCESS;7/9/2025;4:16:00 ìì;Discover;Tabriz;1463119.0
fail;FAIL;15/9/2025;11:59:00 ìì;Discover;Tehran;1.0
success;SUCCESS;1/9/2025;6:45:00 ìì;Visa;Tabriz;976246.0
fail;FAIL;26/9/2025;8:08:00 ðì;Master Card;Isfahan;555555.0
fail;FAIL;19/9/2025;10:48:00 ðì;Visa;Tehran;12345.0
fail;FAIL;28/9/2025;6:06:00 ðì;Amex;Tabriz;1768588.0
fail;FAIL;29/9/2025;2:24:00 ðì;Visa;Mashhad;1782689.0
fail;FAIL;1/9/2025;2:37:00 ðì;Master Card;Tehran;200000.0
fail;FAIL;17/9/2025;8:20:00 ìì;Master Card;Mashhad;774681.0
success;SUCCESS;17/9/2025;2:30:00 ìì;Visa;Tehran;914465.0
fail;FAIL;3/9/2025;3:27:00 ðì;VISA;Mashhad;914282.0
fail;FAIL;12/9/2025;8:08:00 ðì;Amex;Shiraz;63489.0
Success;SUCCESS;6/9/2025;6:12:00 ìì;Visa;Karaj;976246.0
fail;FAIL;26/9/2025;12:00:00 ðì;Discover;Tehran;1782689.0
fail;FAIL;11/9/2025;1:10:00 ìì;Visa;Tehran;250000.0
success;SUCCESS;3/9/2025;12:12:00 ìì;Amex;Mashhad;1.0
fail;FAIL;14/9/2025;2:20:00 ðì;Amex;Isfahan;99999.0
fail;FAIL;14/9/2025;11:11:00 ðì;Visa;Isfahan;976246.0
fail;FAIL;10/9/2025;2:00:00 ìì;Visa;Isfahan;1427657.0
success;SUCCESS;2/9/2025;6:12:00 ìì;Master Card;Tehran;200000.0
fail;FAIL;9/9/2025;2:02:00 ìì;Master Card;Tabriz;1768588.0
fail;FAIL;3/9/2025;7:51:00 ìì;Amex;Karaj;1502601.0
fail;FAIL;26/9/2025;12:00:00 ðì;visa;Shiraz;850000.0
fail;FAIL;2/9/2025;3:00:00 ðì;Visa;Tabriz;1883871.0
success;SUCCESS;6/9/2025;2:30:00 ðì;Discover;Shiraz;1387769.0
success;SUCCESS;28/9/2025;7:08:00 ðì;Master Card;Ahvaz;100000.0
fail;FAIL;29/9/2025;5:17:00 ìì;Master Card;Isfahan;50200.0
success;SUCCESS;26/9/2025;4:40:00 ðì;Master Card;Tehran ;1578078.0
success;SUCCESS;12/9/2025;12:12:00 ìì;Master Card;Tehran;1472823.0
fail;FAIL;5/9/2025;3:27:00 ðì;Visa;Tehran;850000.0
success;SUCCESS;2/9/2025;10:27:00 ìì;Visa;Isfahan;1782689.0
fail;FAIL;16/9/2025;11:11:00 ðì;Discover;Tehran;850000.0
success;SUCCESS;15/9/2025;3:27:00 ðì;Discover;Tabriz;205000.0
fail;FAIL;12/9/2025;8:20:00 ìì;Discover;Tehran;452545.0
fail;FAIL;4/9/2025;11:11:00 ðì;Discover;Tehran;914465.0
fail;FAIL;15/9/2025;9:09:00 ðì;Visa;Ahvaz;471227.0
fail;FAIL;16/9/2025;2:30:00 ðì;Master Card;Tabriz;5000.0
success;SUCCESS;23/9/2025;11:17:00 ìì;Visa;Shiraz;650000.0
fail;FAIL;6/9/2025;7:08:00 ðì;Master Card;Isfahan;419089.0
Success;SUCCESS;14/9/2025;9:21:00 ìì;Visa;karaj;545116.0
success;SUCCESS;18/9/2025;4:40:00 ðì;Discover;Mashhad;419089.0
fail;FAIL;12/9/2025;1:51:00 ðì;Discover;Shiraz;200000.0
success;SUCCESS;11/9/2025;5:56:00 ðì;Master Card;Shiraz;100000.0
success;SUCCESS;13/9/2025;9:21:00 ìì;Master Card;Tabriz;850000.0
fail;FAIL;21/9/2025;8:33:00 ìì;Amex;Isfahan;99999.0
success;SUCCESS;23/9/2025;2:20:00 ðì;Visa;Tehran;914465.0
fail;FAIL;11/9/2025;5:23:00 ðì;Master Card;Qom;1578078.0
success;SUCCESS;15/9/2025;5:56:00 ðì;Discover;Tabriz;471227.0
fail;FAIL;21/9/2025;9:23:00 ìì;Discover;Isfahan;1463119.0
fail;FAIL;28/9/2025;8:33:00 ìì;Visa;Tehran;1578078.0
fail;FAIL;25/9/2025;1:51:00 ðì;Discover;karaj;443463.0
fail;FAIL;4/9/2025;2:30:00 ðì;Amex;Ahvaz;343679.0
fail;FAIL;19/9/2025;1:01:00 ðì;visa;Tehran ;1578078.0
Success;SUCCESS;21/9/2025;1:51:00 ðì;Master Card;Tabriz;1782689.0
fail;FAIL;2/9/2025;4:04:00 ðì;Discover;Tehran;1427657.0
fail;FAIL;14/9/2025;8:20:00 ìì;Visa;Tehran;471227.0
fail;FAIL;29/9/2025;4:15:00 ðì;Master Card;Isfahan;123456.0
success;SUCCESS;4/9/2025;2:37:00 ðì;Master Card;Karaj;177050.0
fail;FAIL;16/9/2025;5:56:00 ðì;Master Card;Ahvaz;1782689.0
fail;FAIL;21/9/2025;8:33:00 ìì;Visa;karaj;1472823.0
fail;FAIL;14/9/2025;2:11:00 ìì;Visa;karaj;100.5
success;SUCCESS;27/9/2025;10:48:00 ðì;Discover;Shiraz;5000.0
FAIL;FAIL;29/9/2025;2:37:00 ðì;Visa;Isfahan;100.5
fail;FAIL;15/9/2025;9:10:00 ìì;Visa;Shiraz;583952.0
fail;FAIL;28/9/2025;10:05:00 ðì;Amex;karaj;1502601.0
Success;SUCCESS;3/9/2025;4:40:00 ìì;Master Card;Isfahan;1305967.0
fail;FAIL;8/9/2025;9:45:00 ðì;Master Card;Tabriz;100.5
fail;FAIL;16/9/2025;1:10:00 ìì;Amex;Isfahan;900000.0
success;SUCCESS;10/9/2025;2:37:00 ðì;Master Card;Qom;976246.0
fail;FAIL;4/9/2025;2:30:00 ìì;Master Card;Tehran;1883871.0
success;SUCCESS;30/9/2025;3:27:00 ðì;Master Card;Ahvaz;63489.0
success;SUCCESS;2/9/2025;3:27:00 ðì;Visa;Tehran;850000.0
fail;FAIL;13/9/2025;2:24:00 ðì;Discover;Qom;471227.0
success;SUCCESS;26/9/2025;2:00:00 ìì;Visa;Isfahan;99999.0
fail;FAIL;30/9/2025;7:51:00 ìì;visa;karaj;914282.0
success;SUCCESS;11/9/2025;3:27:00 ðì;Discover;Tehran;1463119.0
success;SUCCESS;7/9/2025;6:06:00 ðì;Visa;Qom;343679.0
fail;FAIL;12/9/2025;3:27:00 ðì;Master Card;Tehran;450000.0
fail;FAIL;7/9/2025;7:08:00 ðì;Discover;Tehran;1.0
success;SUCCESS;13/9/2025;7:19:00 ìì;Master Card;Tehran;1387769.0
Success;SUCCESS;10/9/2025;4:40:00 ðì;Master Card;Qom;300000.0
success;SUCCESS;29/9/2025;1:01:00 ðì;Visa;Isfahan;1578078.0
fail;FAIL;10/9/2025;1:13:00 ìì;Master Card;Mashhad;343679.0
fail;FAIL;24/9/2025;6:45:00 ìì;Master Card;karaj;200000.0
fail;FAIL;4/9/2025;3:00:00 ðì;Visa;Tehran;100.5
Success;SUCCESS;20/9/2025;3:45:00 ìì;Master Card;Karaj;177050.0
fail;FAIL;4/9/2025;10:48:00 ðì;Master Card;Ahvaz;976246.0
fail;FAIL;22/9/2025;2:30:00 ðì;VISA;Tabriz;1463119.0
fail;FAIL;7/9/2025;8:59:00 ðì;Master Card;Mashhad;50200.0
fail;FAIL;12/9/2025;11:11:00 ðì;Visa;Karaj;443463.0
success;SUCCESS;24/9/2025;2:11:00 ìì;Visa;Tehran;583952.0
success;SUCCESS;13/9/2025;4:04:00 ðì;Discover;Tehran;343679.0
success;SUCCESS;10/9/2025;9:21:00 ìì;Discover;Tehran;914465.0
success;SUCCESS;15/9/2025;2:00:00 ìì;Visa;Qom;250000.0
